vendor_id,pickup_datetime,dropoff_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,rate_code,passenger_count,trip_distance,payment_type,fare_amount,extra,mta_tax,imp_surcharge,tip_amount,tolls_amount,total_amount,store_and_fwd_flag
VTS,1.41754692E9,1.41754698E9,-73.979337,40.756362,-73.978963,40.755857,1,1,0.05,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.3704495E9,1.37044956E9,-73.991552,40.72959,-73.991212,40.729875,1,1,0.06,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.38204084E9,1.3820409E9,-73.980572,40.730047,-73.980577,40.73007,1,1,0.02,CRD,2.5,0.5,0.5,,0.5,0.0,4.0,
VTS,1.2422673E9,1.2422673E9,-73.997703,40.721505,-73.997702,40.72151,,1,0.0,CRD,2.5,0.5,,,1.0,0.0,4.0,
VTS,1.32085584E9,1.32085584E9,-73.985725,40.741505,-73.986103,40.74168,1,1,0.03,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.3504086E9,1.35040866E9,-73.976787,40.75842,-73.976927,40.758065,1,2,0.04,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.35429588E9,1.35429588E9,-73.944248,40.750222,-73.94408,40.750297,1,5,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.27774206E9,1.27774206E9,-73.969058,40.798593,-73.969633,40.797695,1,5,0.11,CAS,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.26164988E9,1.26164994E9,-73.974505,40.763183,-73.977105,40.76441,,1,0.16,CRD,2.5,0.0,0.5,,1.0,0.0,4.0,
VTS,1.3996569E9,1.39965696E9,-73.96149,40.671042,0.0,0.0,1,6,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.31913804E9,1.31913804E9,-73.786717,40.641242,-73.786312,40.64118,1,1,0.15,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.41392124E9,1.4139213E9,-73.884487,40.74616,-73.884487,40.74616,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.30626582E9,1.30626588E9,-74.002245,40.740212,-74.004422,40.741507,1,1,0.17,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.31929854E9,1.31929854E9,-74.007005,40.733667,-74.007003,40.733683,1,1,0.0,CRD,2.5,0.0,0.5,,1.0,0.0,4.0,
VTS,1.27956858E9,1.27956858E9,-73.788953,40.641637,-73.788953,40.641637,1,1,0.0,CAS,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.2737769E9,1.27377696E9,-73.967632,40.762243,-73.967233,40.761985,1,1,0.03,CAS,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.27680114E9,1.27680114E9,0.0,0.0,0.0,0.0,1,1,0.0,CAS,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.29295416E9,1.29295416E9,-73.963548,40.758722,-73.963457,40.75875,4,5,0.01,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.3331343E9,1.33313442E9,-73.986152,40.737662,-73.986153,40.73766,1,1,0.0,CRD,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.39049784E9,1.39049784E9,-73.936307,40.799022,0.0,0.0,1,2,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.27023498E9,1.27023498E9,-73.974467,40.761888,-73.974575,40.761963,1,2,0.01,CAS,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.36198284E9,1.36198284E9,0.0,0.0,0.0,0.0,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.32033768E9,1.32033768E9,0.0,0.0,0.0,0.0,1,3,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.26894102E9,1.26894102E9,-73.954432,40.781582,-73.954603,40.781665,1,5,0.04,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.393614E9,1.39361412E9,-73.984105,40.7615,-73.984068,40.761502,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.36157004E9,1.36157004E9,0.0,0.0,0.0,0.0,1,1,0.0,CRD,2.5,0.5,0.5,,0.5,0.0,4.0,
VTS,1.38238044E9,1.38238044E9,0.0,0.0,0.0,0.0,1,2,0.01,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.37952294E9,1.37952294E9,0.0,0.0,0.0,0.0,1,5,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.41901458E9,1.41901464E9,-73.977482,40.7597,-73.97752,40.758732,1,1,0.02,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.30953798E9,1.30953804E9,-73.988007,40.722838,-73.988445,40.723198,1,1,0.07,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.39896252E9,1.39896258E9,0.0,0.0,-73.998235,40.757542,1,5,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.3530045E9,1.3530045E9,0.0,0.0,0.0,0.0,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.405536E9,1.405536E9,-73.77672,40.645337,0.0,0.0,1,1,0.01,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.3772808E9,1.3772808E9,-73.97733,40.764205,-73.976702,40.765202,1,1,0.08,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.39654554E9,1.3965456E9,-73.954418,40.783942,-73.953248,40.782815,1,1,0.01,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.3125642E9,1.3125642E9,-73.982515,40.747785,0.0,0.0,1,1,0.13,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.372359E9,1.37235906E9,0.0,0.0,0.0,0.0,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.30099518E9,1.30099518E9,-74.010772,40.72783,-74.010772,40.72783,1,5,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.37028414E9,1.37028414E9,-73.978748,40.761782,-74.00163,40.726137,1,1,0.01,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.2949446E9,1.29494466E9,-73.983772,40.7734,-73.983772,40.7734,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.29363852E9,1.29363852E9,-73.952773,40.748125,-73.952783,40.748138,4,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.30634958E9,1.30634958E9,-73.961442,40.76834,-73.960597,40.769522,1,1,0.1,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.34635254E9,1.34635254E9,-73.97045,40.761457,-73.97046,40.761492,1,2,0.03,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.3596558E9,1.3596558E9,-73.973182,40.76424,-73.973325,40.76415,1,1,0.05,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.25718318E9,1.25724036E9,-73.937817,40.75833,-73.937785,40.758332,,5,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.32025326E9,1.32025326E9,-74.01554,40.708328,-74.01554,40.708328,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.26660342E9,1.26660348E9,-73.964562,40.807317,-73.964947,40.80676,1,1,0.05,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.36440798E9,1.36440804E9,0.0,0.0,0.0,0.0,1,1,0.03,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.31611662E9,1.31611668E9,-73.999793,40.745003,-73.999172,40.744695,1,3,0.03,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
DDS,1.274460168E9,1.274461021E9,-73.9538,40.767222,-73.951999,40.793125,1,1,2.3,CAS,2.5,1.0,0.5,,0.0,0.0,4.0,
DDS,1.272570325E9,1.272570371E9,-73.989477,40.726263,-73.987432,40.72033,0,1,0.0,CAS,2.5,1.5,0.0,,0.0,0.0,4.0,
VTS,1.331577E9,1.33157706E9,-73.997867,40.728693,-73.997713,40.726027,1,1,0.08,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.28647962E9,1.28647962E9,-73.976028,40.76455,-73.97571,40.764425,4,5,0.02,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.25786886E9,1.25786904E9,-73.982457,40.738545,-73.983268,40.738505,,6,0.06,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.33295898E9,1.33295904E9,0.0,0.0,0.0,0.0,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.40009502E9,1.40009508E9,-73.98656,40.766872,-73.986727,40.766612,1,1,0.05,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.2883794E9,1.28837946E9,-73.937292,40.758167,-73.937292,40.75817,1,2,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.29105498E9,1.29105504E9,-73.957917,40.578182,-73.957917,40.578182,1,5,0.0,CRD,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.31290926E9,1.31290926E9,-73.82364,40.759347,-73.823635,40.759357,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.40873004E9,1.40873004E9,-73.98844,40.75403,-73.9882,40.75388,1,1,0.02,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.3709688E9,1.3709688E9,-73.987893,40.724285,0.0,0.0,1,6,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.29537018E9,1.29537024E9,-73.92577,40.743742,-73.92577,40.743742,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
DDS,1.262626818E9,1.262628488E9,0.0,0.0,0.0,0.0,1,1,7.0,CAS,2.5,1.0,-1.0,,0.0,0.0,4.0,
VTS,1.30928262E9,1.30928262E9,-73.86283,40.769042,-73.973835,40.794582,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.37330472E9,1.37330472E9,0.0,0.0,0.0,0.0,1,6,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.370025E9,1.37002506E9,-73.986512,40.73005,0.0,0.0,1,3,0.01,CRD,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.38324546E9,1.38324552E9,-73.86312,40.769162,-73.86312,40.769162,1,1,0.03,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.27317594E9,1.273176E9,-73.980285,40.734645,-73.979027,40.736282,1,5,0.14,CAS,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.32129948E9,1.32129954E9,-73.929962,40.805637,-73.929793,40.805425,1,2,0.07,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.3013295E9,1.3013295E9,-73.98787,40.762427,0.0,0.0,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.3790997E9,1.37909976E9,-74.006027,40.73989,-74.005565,40.74063,1,1,0.07,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.33667472E9,1.33667478E9,-73.980115,40.76218,-73.979983,40.762177,1,5,0.04,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.37892228E9,1.37892228E9,0.0,0.0,0.0,0.0,1,4,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.38618264E9,1.38618264E9,0.0,0.0,0.0,0.0,1,1,0.02,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.35853398E9,1.35853404E9,-73.789877,40.644082,-73.789877,40.644082,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.40267868E9,1.40267868E9,-73.962412,40.778237,-73.962412,40.778237,1,2,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.38625992E9,1.38625992E9,0.0,0.0,0.0,0.0,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.32828558E9,1.32828558E9,-73.983562,40.756087,0.0,0.0,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.29199854E9,1.2919986E9,-74.007267,40.743012,-74.0075,40.742935,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.2798213E9,1.27982136E9,-73.536367,40.440218,-73.53613,40.440107,1,2,0.03,CAS,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.268931E9,1.268931E9,-73.99119,40.7452,-73.991163,40.745203,1,2,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.32457698E9,1.32457698E9,-73.990127,40.724992,-73.990133,40.724987,1,2,0.03,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.406922E9,1.406922E9,-73.995992,40.738572,-73.995942,40.738665,1,2,0.04,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.38687444E9,1.38687444E9,-73.9889,40.69198,-73.98899,40.69355,1,1,0.08,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.297104E9,1.297104E9,-73.937587,40.758115,-73.93758,40.75811,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.29623106E9,1.29623112E9,-73.98818,40.723703,-73.987397,40.724755,1,1,0.08,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.29174582E9,1.29174588E9,-73.988803,40.746375,-73.988495,40.745622,1,1,0.03,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.3747692E9,1.3747692E9,0.0,0.0,0.0,0.0,1,2,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.34798502E9,1.34798514E9,-73.927943,40.752062,-73.92977,40.752075,1,1,0.18,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.34514384E9,1.3451439E9,0.0,0.0,0.0,0.0,1,2,0.15,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.3418595E9,1.3418595E9,-74.004027,40.732987,-74.003275,40.731782,1,1,0.15,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.37710854E9,1.3771086E9,-73.952487,40.780717,-73.952492,40.780697,1,1,0.01,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.40380638E9,1.40380638E9,0.0,0.0,0.0,0.0,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.35774756E9,1.35774756E9,-74.017142,40.706898,-74.017143,40.706893,1,1,0.0,CRD,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.41719226E9,1.41719226E9,-73.990912,40.7462,-73.989852,40.74566,1,1,0.08,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.38480378E9,1.38480378E9,0.0,0.0,0.0,0.0,1,1,0.01,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.33607436E9,1.33607436E9,-73.98233,40.768307,-73.98233,40.768307,1,3,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.3575789E9,1.35757896E9,-73.962545,40.767107,-73.962358,40.76721,1,4,0.02,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.36691304E9,1.36691304E9,0.0,0.0,0.0,0.0,1,3,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
DDS,1.272648315E9,1.272649377E9,-73.986395,40.760962,-73.963038,40.771994,1,1,2.1,CAS,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.2647031E9,1.2647031E9,-74.002068,40.735215,-74.002065,40.735213,1,1,0.0,CAS,2.5,1.0,0.5,,0.0,0.0,4.0,
DDS,1.2608164E9,1.260817726E9,-73.970642,40.761375,-73.996416,40.732136,,1,2.6,CSH,2.5,1.5,,,0.0,0.0,4.0,
VTS,1.3559394E9,1.3559394E9,-73.783375,40.64863,-73.783407,40.648625,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.31472012E9,1.31472012E9,-73.975137,40.760057,-73.97478,40.759903,4,1,0.02,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.33045032E9,1.33045032E9,0.0,0.0,0.0,0.0,1,5,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.41270774E9,1.4127078E9,-73.953942,40.770437,-73.953177,40.771517,1,6,0.12,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.32388668E9,1.32388674E9,-73.944175,40.775852,-73.944238,40.775832,4,5,0.03,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.31766414E9,1.3176642E9,-73.991445,40.751267,-73.992825,40.751612,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.28630298E9,1.28630298E9,-73.782407,40.648758,-73.782398,40.648738,4,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.2732528E9,1.27325286E9,-73.863305,40.768993,-73.865018,40.770288,1,1,0.11,CAS,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.26590802E9,1.26590802E9,-73.988178,40.745923,-73.988455,40.745998,1,5,0.02,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.33054188E9,1.33054194E9,-73.963252,40.75438,-73.963267,40.754382,4,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.2766242E9,1.27662426E9,-73.962028,40.77462,-73.962482,40.774735,1,2,0.02,CAS,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.393614E9,1.39361406E9,-73.992007,40.749195,-73.992213,40.748937,1,1,0.04,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.28811126E9,1.28811132E9,-73.977743,40.632795,-73.977718,40.6328,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
DDS,1.258400605E9,1.25840076E9,-73.886026,40.772442,-73.887756,40.76855,,1,0.1,CSH,2.5,1.5,,,0.0,0.0,4.0,
VTS,1.37053566E9,1.37053572E9,-74.007893,40.713457,-74.008572,40.713727,1,6,0.08,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.381335E9,1.381335E9,-73.917862,40.830315,0.0,0.0,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.4000892E9,1.4000892E9,-73.967072,40.769385,-73.96685,40.769645,1,6,0.02,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.32915012E9,1.32915012E9,0.0,0.0,0.0,0.0,1,1,0.09,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.38116676E9,1.38116682E9,-73.984062,40.740567,-73.983997,40.740522,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.34202954E9,1.3420296E9,-73.969347,40.753617,0.0,0.0,4,2,0.01,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.33037166E9,1.33037166E9,-73.990627,40.724305,-73.990923,40.72426,1,1,0.02,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.33538064E9,1.3353807E9,-73.997125,40.721505,-73.997145,40.722227,1,1,0.08,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.3117038E9,1.3117038E9,-73.937385,40.75811,0.0,0.0,1,2,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.36726176E9,1.36726176E9,-73.788452,40.647412,-73.788452,40.647412,1,5,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.41106818E9,1.41106824E9,-73.96137,40.75647,-73.96282,40.75656,1,1,0.11,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.27143588E9,1.27143588E9,-73.972858,40.753072,-73.971808,40.753478,1,5,0.08,CAS,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.36604292E9,1.36604292E9,-73.980035,40.752837,0.0,0.0,1,1,0.01,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.41295824E9,1.41295824E9,0.0,0.0,0.0,0.0,1,6,0.06,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.27982064E9,1.27982064E9,0.0,0.0,0.0,0.0,1,1,0.0,CAS,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.27187826E9,1.27187832E9,-73.961073,40.765658,-73.961815,40.764088,1,1,0.17,CAS,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.39508286E9,1.39508286E9,0.0,0.0,0.0,0.0,1,2,0.01,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.26201912E9,1.26201918E9,-73.995488,40.724528,-73.995532,40.724555,,5,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.34444166E9,1.34444172E9,0.0,0.0,0.0,0.0,1,5,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.33476636E9,1.33476636E9,-73.971012,40.756113,-73.970975,40.756098,1,2,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.33961208E9,1.33961208E9,-73.971233,40.76404,-73.971112,40.764057,1,6,0.02,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.33485864E9,1.3348587E9,-73.975663,40.786833,-73.97604,40.78862,1,2,0.17,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.39180218E9,1.39180224E9,-73.982227,40.731315,-73.982185,40.731365,1,1,0.01,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.29537594E9,1.29537606E9,-74.013143,40.702503,-74.013013,40.702617,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.37771166E9,1.37771172E9,-74.001675,40.740965,-74.001675,40.740965,1,1,0.02,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.34548518E9,1.34548524E9,-73.994305,40.769952,-73.994387,40.769888,4,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.3276935E9,1.32769356E9,-74.009455,40.724775,-74.009453,40.72407,1,1,0.06,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.3728717E9,1.37287176E9,-73.966992,40.766582,-73.966623,40.767002,1,2,0.07,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.33736766E9,1.33736766E9,0.0,0.0,0.0,0.0,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.28751582E9,1.28751582E9,-73.991353,40.750475,-73.991402,40.75055,1,5,0.02,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.33166178E9,1.33166184E9,-73.977513,40.749493,-73.977225,40.748618,1,1,0.07,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.3833324E9,1.3833324E9,-73.938035,40.758487,0.0,0.0,1,1,0.03,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.36924476E9,1.36924476E9,40.774115,-73.959087,40.778182,-73.951967,1,2,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.4007756E9,1.40077566E9,-73.996182,40.732047,-73.99413,40.731317,1,1,0.13,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.40752692E9,1.40752698E9,-73.991905,40.749212,-73.991988,40.749267,1,1,0.01,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.28327352E9,1.28327352E9,-73.794165,40.65712,-73.794167,40.657122,1,5,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.3231893E9,1.32318936E9,-73.976938,40.78012,-73.977742,40.778755,1,2,0.15,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
DDS,1.27065921E9,1.270659223E9,-73.967535,40.756432,-73.940373,40.749642,1,1,0.4,CAS,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.3873083E9,1.3873083E9,0.0,0.0,0.0,0.0,1,1,0.02,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.3463514E9,1.3463514E9,0.0,0.0,0.0,0.0,1,5,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.294944E9,1.294944E9,-73.980828,40.7299,-73.9809,40.729803,1,1,0.02,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.29002334E9,1.29002334E9,-73.78187,40.644782,-73.78188,40.644787,1,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.34185746E9,1.34185752E9,-73.98928,40.736432,-73.989177,40.736487,1,1,0.02,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.28561502E9,1.28561508E9,-73.990552,40.731962,-73.990525,40.731963,1,3,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.35948774E9,1.3594878E9,-73.987815,40.723995,-73.986858,40.725132,1,1,0.11,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.33184148E9,1.33184148E9,-73.993462,40.727267,-73.982927,40.730852,1,1,0.02,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.35032454E9,1.35032454E9,-73.971495,40.75076,-73.97193,40.750482,1,2,0.02,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.26824118E9,1.26824118E9,-73.997332,40.736793,-73.997193,40.737097,1,1,0.02,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.37701818E9,1.37701818E9,-73.98172,40.75726,-73.98172,40.75726,1,2,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.26097974E9,1.26097974E9,0.0,0.0,0.0,0.0,,1,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.41529038E9,1.41529038E9,-73.94154,40.73904,-73.94146,40.73904,1,6,0.0,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.30988904E9,1.30988904E9,-73.970057,40.752677,-73.970378,40.752387,1,3,0.03,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.39948362E9,1.39948362E9,-73.995995,40.726387,-73.99636,40.725975,1,1,0.06,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.27956234E9,1.2795624E9,-73.873015,40.774107,-73.873003,40.774102,1,1,0.0,CAS,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.38877596E9,1.38877602E9,-73.973667,40.748335,-73.974545,40.748652,1,1,0.06,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.32586608E9,1.32586608E9,-73.988513,40.745742,-73.988513,40.745742,1,1,0.0,CRD,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.39119102E9,1.39119108E9,-73.94558,40.77392,-73.94656,40.77256,1,1,0.01,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.34920056E9,1.34920062E9,-73.954898,40.820175,-73.955145,40.82013,1,6,0.01,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.39845324E9,1.39845324E9,-74.000085,40.733937,-74.004027,40.733405,1,5,0.18,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
VTS,1.36751322E9,1.36751322E9,0.0,0.0,0.0,0.0,1,1,0.12,CSH,2.5,1.0,0.5,,0.0,0.0,4.0,
